Model,Release Date,Release Year,Model ID,Company_ID,Model,Release Date,Company,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),PixArea(px2),Width (mm),Length (mm),Area(mm2),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch)
Olivetti OliPad 100,1/04/2011,2011,2221,132,Olivetti OliPad 100,40634,Olivetti,0.499984741,0.008388246,0.499771896,0.604316547,0.375609756,0.281746032,0.105826558,0.710777626,0.508196721,0.361214859,0.050032072,0.128043166,0.155172414,0.183997981
Olympus R1000 TDA,1/03/2005,2005,535,96,Olympus R1000 TDA,38412,Olympus,0.062471389,0.004193611,0.099589413,0.129496403,0.056910569,0.142857143,0.008130081,0.189631651,0.340163934,0.064505848,0.063502245,0.024923452,0.025862069,0.17617365
Onkyo TA117C1,1/01/2011,2011,2153,97,Onkyo TA117C1,40544,Onkyo,0.249977111,0.125838031,0.499771896,0.604316547,0.375609756,0.281746032,0.105826558,0.454297408,0.893442623,0.405888668,0.055805003,0.136929105,0.159482759,0.183997981
Onkyo TA117C3,1/01/2011,2011,2154,97,Onkyo TA117C3,40544,Onkyo,0.499984741,0.249999232,0.499771896,0.604316547,0.375609756,0.281746032,0.105826558,0.454297408,0.893442623,0.405888668,0.055805003,0.136929105,0.159482759,0.183997981
Opticon H16,1/08/2008,2009,1388,98,Opticon H16,39661,Opticon,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.008130081,0.145975443,0.319672131,0.046664281,0.140474663,0.036250348,0.025862069,0.244068652
Opticon H16B,1/08/2008,2009,1389,98,Opticon H16B,39661,Opticon,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.008130081,0.145975443,0.319672131,0.046664281,0.140474663,0.036250348,0.025862069,0.244068652
Opticon H19,1/08/2008,2009,1390,98,Opticon H19,39661,Opticon,0.031220435,0.008388246,0.199635034,0.079136691,0.056910569,0.142857143,0.008130081,0.152251023,0.376229508,0.057281327,0.124438743,0.038455774,0.040948276,0.244068652
Opticon H19B,1/08/2008,2009,1391,98,Opticon H19B,39661,Opticon,0.031220435,0.008388246,0.199635034,0.079136691,0.056910569,0.142857143,0.008130081,0.152251023,0.376229508,0.057281327,0.124438743,0.038455774,0.040948276,0.244068652
Optima OP5-E,1/09/2010,2011,2034,99,Optima OP5-E,40422,Optima,0.062471389,0.004193611,0.402727644,0.18705036,0.284552846,0.222222222,0.063233966,0.372442019,0.102459016,0.038160043,0.073123797,0.030212192,0.051724138,0.436648157
Orange SPV E100 (HTC Tanager),1/04/2003,2003,287,100,Orange SPV E100 (HTC Tanager),37712,Orange,0.00778222,0.000523305,0.059571164,0.035971223,0.030894309,0.093253968,0.002881017,0.118963165,0.292622951,0.034811352,0.111610006,0.020919427,0.014439655,0.210499748
Orange SPV E200 (HTC Voyager),1/12/2003,2004,361,100,Orange SPV E200 (HTC Voyager),37956,Orange,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.002881017,0.118963165,0.292622951,0.034811352,0.117382938,0.02207567,0.015086207,0.216304897
Orange SPV M1000 (HTC Himalaya),1/03/2004,2004,389,100,Orange SPV M1000 (HTC Himalaya),38047,Orange,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.008130081,0.172987722,0.329918033,0.057071769,0.08274535,0.027385821,0.026939655,0.17617365
Orange SPV C500 (HTC Typhoon),1/10/2004,2005,454,100,Orange SPV C500 (HTC Typhoon),38261,Orange,0.015594958,0.001047635,0.099589413,0.035971223,0.030894309,0.093253968,0.002881017,0.108321965,0.239754098,0.025970635,0.073123797,0.009164294,0.009267241,0.210499748
Orange SPV M2000  (HTC Blue Angel),1/12/2004,2005,494,100,Orange SPV M2000  (HTC Blue Angel),38322,Orange,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.008130081,0.177626194,0.31147541,0.055326192,0.080821039,0.026400874,0.032758621,0.176678445
Orange SPV C550 (HTC Hurricane),1/07/2005,2006,568,100,Orange SPV C550 (HTC Hurricane),38534,Orange,0.031220435,0.001047635,0.109593975,0.035971223,0.056910569,0.142857143,0.008130081,0.107776262,0.241803279,0.026060654,0.073123797,0.009164294,0.01012931,0.350832913
Orange SPV M2500 (HTC Alpine),1/07/2005,2006,569,100,Orange SPV M2500 (HTC Alpine),38534,Orange,0.062471389,0.002096294,0.259662406,0.129496403,0.056910569,0.142857143,0.008130081,0.172987722,0.329918033,0.057071769,0.088518281,0.029120185,0.028017241,0.17617365
Orange SPV M500 (HTC Magician),1/07/2005,2006,570,100,Orange SPV M500 (HTC Magician),38534,Orange,0.031220435,0.001047635,0.207638683,0.079136691,0.056910569,0.142857143,0.008130081,0.14106412,0.24057377,0.033936327,0.076972418,0.014859859,0.020474138,0.245078243
Orange SPV C600 (HTC Faraday),1/11/2005,2006,637,100,Orange SPV C600 (HTC Faraday),38657,Orange,0.031220435,0.001047635,0.097088272,0.035971223,0.056910569,0.142857143,0.008130081,0.108321965,0.241803279,0.026192606,0.073123797,0.009249941,0.009698276,0.337708228
Orange SPV M3000 (HTC Wizard 200),1/11/2005,2006,638,100,Orange SPV M3000 (HTC Wizard 200),38657,Orange,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.241803279,0.033977814,0.11289288,0.022354024,0.023491379,0.254164563
Orange SPV M5000 (HTC Universal),1/11/2005,2006,639,100,Orange SPV M5000 (HTC Universal),38657,Orange,0.031220435,0.002096294,0.259662406,0.136690647,0.219512195,0.222222222,0.048780488,0.203274216,0.322540984,0.065564266,0.121231559,0.045928527,0.048491379,0.448510853
Orange SPV M600 (HTC Prophet),1/03/2006,2006,723,100,Orange SPV M600 (HTC Prophet),38777,Orange,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.008130081,0.144065484,0.245081967,0.035307852,0.078896729,0.015973278,0.018965517,0.244068652
Orange SPV C100 (HTC Oxygen),1/08/2006,2007,809,100,Orange SPV C100 (HTC Oxygen),38930,Orange,0.031220435,0.001047635,0.100089641,0.021582734,0.030894309,0.093253968,0.002881017,0.110504775,0.241803279,0.026720417,0.079538165,0.010663127,0.009698276,0.24204947
Orange SPV M3100 (HTC Hermes 100),1/08/2006,2007,810,100,Orange SPV M3100 (HTC Hermes 100),38930,Orange,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.260245902,0.036569342,0.101667736,0.021219194,0.025,0.254164563
Orange SPV F600 (HTC Startrek 100),1/11/2006,2007,883,100,Orange SPV F600 (HTC Startrek 100),39022,Orange,0.031220435,0.001047635,0.097088272,0.035971223,0.056910569,0.142857143,0.008130081,0.122510232,0.202868852,0.02485351,0.062219371,0.007686872,0.008405172,0.345784957
Orange SPV C700 (HTC Breeze 100),1/12/2006,2007,907,100,Orange SPV C700 (HTC Breeze 100),39052,Orange,0.031220435,0.002096294,0.149612223,0.035971223,0.056910569,0.142857143,0.008130081,0.115961801,0.259836066,0.030131058,0.055805003,0.008008051,0.011853448,0.345784957
Orange M650 (HTC Artemis 100),1/02/2007,2007,945,100,Orange M650 (HTC Artemis 100),39114,Orange,0.031220435,0.002096294,0.100089641,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.241803279,0.033977814,0.06863374,0.013082671,0.014439655,0.254164563
Orange SPV M700 (HTC Trinity 100),1/02/2007,2007,946,100,Orange SPV M700 (HTC Trinity 100),39114,Orange,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.008130081,0.14106412,0.241803279,0.034109767,0.078896729,0.015330921,0.017887931,0.254164563
Orange SPV E600 (HTC Excalibur 160),1/04/2007,2007,993,100,Orange SPV E600 (HTC Excalibur 160),39173,Orange,0.031220435,0.002096294,0.100089641,0.050359712,0.089430894,0.103174603,0.009226997,0.152796726,0.256147541,0.039138506,0.042976267,0.009656767,0.012715517,0.300100959
Orange SPV E650 (HTC Vox),1/04/2007,2007,994,100,Orange SPV E650 (HTC Vox),39173,Orange,0.031220435,0.002096294,0.100089641,0.050359712,0.056910569,0.142857143,0.008130081,0.118690314,0.215163934,0.025537875,0.074406671,0.009785239,0.017241379,0.308430086
Orange SPV C200,1/07/2007,2008,1061,100,Orange SPV C200,39264,Orange,0.031220435,0.001047635,0.109593975,0.021582734,0.030894309,0.093253968,0.002881017,0.104502046,0.209016393,0.021842641,0.055805003,0.004753442,0.005603448,0.24204947
Orange SPV-E610,1/02/2008,2008,1247,100,Orange SPV-E610,39479,Orange,0.031220435,0.002096294,0.129603099,0.057553957,0.089430894,0.103174603,0.009226997,0.151432469,0.270491803,0.040961242,0.04425914,0.010406184,0.014008621,0.298334175
Orange Boston (Commtiva Z71),1/06/2010,2010,1942,100,Orange Boston (Commtiva Z71),40330,Orange,0.124973296,0.008388246,0.299680654,0.107913669,0.089430894,0.222222222,0.019873532,0.137244202,0.270081967,0.037067184,0.04041052,0.007879579,0.0125,0.344522968
Orange San Francisco B05 (ZTE Blade),1/10/2010,2011,2062,100,Orange San Francisco B05 (ZTE Blade),40452,Orange,0.249977111,0.008388246,0.299680654,0.129496403,0.154471545,0.380952381,0.058846303,0.136425648,0.274590164,0.037461141,0.036561899,0.007108751,0.015086207,0.560070671
Orange San Francisco B08 (ZTE Blade),1/10/2010,2011,2063,100,Orange San Francisco B08 (ZTE Blade),40452,Orange,0.249977111,0.008388246,0.299680654,0.129496403,0.154471545,0.380952381,0.058846303,0.136425648,0.274590164,0.037461141,0.036561899,0.007108751,0.015086207,0.560070671
Orange Monte Carlo (ZTE Skate),1/08/2011,2012,2346,100,Orange Monte Carlo (ZTE Skate),40756,Orange,0.249977111,0.008388246,0.399726275,0.18705036,0.154471545,0.380952381,0.058846303,0.167257844,0.315163934,0.05271364,0.033675433,0.011305484,0.018965517,0.436648157
Orange Tahiti,1/01/2012,2012,2569,100,Orange Tahiti,40909,Orange,0.249977111,0.125838031,0.599817517,0.381294964,0.479674797,0.380952381,0.182733256,0.500682128,0.307377049,0.153898195,0.02822322,0.043530394,0.07112069,0.431600202
Orange Dublin P752V (ZTE Kis),1/06/2012,2012,2755,100,Orange Dublin P752V (ZTE Kis),41061,Orange,0.249977111,0.008388246,0.399726275,0.129496403,0.089430894,0.222222222,0.019873532,0.152796726,0.268442623,0.041017154,0.034637588,0.008179346,0.014655172,0.30338213
Orange Santa Diego / Santa Clara (Intel Black Ray),1/06/2012,2012,2756,100,Orange Santa Diego / Santa Clara (Intel Black Ray),41061,Orange,0.499984741,0.249999232,0.799908758,0.165467626,0.203252033,0.492063492,0.100012905,0.154160982,0.303278689,0.046753741,0.03136626,0.008800291,0.014439655,0.630994447
Orange SPV (HTC Canary),1/11/2002,2003,255,NA,NA,NA,Orange ,0.00778222,0.000392223,0.065573902,0.035971223,0.030894309,0.093253968,0.002881017,0.113233288,0.274590164,0.031092747,0.101988454,0.01678693,0.012931034,0.210499748
Oregon Scientific Meep Tablet,1/10/2012,2013,2988,101,Oregon Scientific Meep Tablet,41183,Oregon,0.249977111,0.062079576,0.499771896,0.381294964,0.284552846,0.222222222,0.063233966,0.377899045,0.192622951,0.072792029,0.081462476,0.046592296,0.158405172,0.225896012
Oregon Scientific Osaris 16MB,1/10/1999,2000,123,NA,NA,NA,Oregon ,0.00778222,0.000130058,0.008763996,0.18705036,0.089430894,0.083333333,0.007452574,0.446111869,0.172131148,0.076789748,0.101988454,0.06342205,0.052586207,0.111812216
Oregon Scientific Osaris 4MB,1/10/1999,2000,124,NA,NA,NA,Oregon ,0.001922666,0.000130058,0.008763996,0.18705036,0.089430894,0.083333333,0.007452574,0.446111869,0.172131148,0.076789748,0.101988454,0.06342205,0.052586207,0.111812216
Oregon Scientific Osaris 8MB,1/10/1999,2000,125,NA,NA,NA,Oregon ,0.003875851,0.000130058,0.008763996,0.18705036,0.089430894,0.083333333,0.007452574,0.446111869,0.172131148,0.076789748,0.101988454,0.06342205,0.052586207,0.111812216
Palm Tungsten C,1/04/2003,2003,288,102,Palm Tungsten C,37712,Palm,0.031220435,0.000261141,0.199635034,0.09352518,0.089430894,0.142857143,0.012775842,0.195088677,0.295081967,0.057567151,0.069916613,0.015138214,0.025431034,0.26476527
Palm Tungsten T2,1/07/2003,2004,310,102,Palm Tungsten T2,37803,Palm,0.015594958,0.000130058,0.071576639,0.09352518,0.089430894,0.142857143,0.012775842,0.186903138,0.217213115,0.040597813,0.057087877,0.032075027,0.020905172,0.058556285
PalmOne Treo 600 CDMA,1/11/2003,2004,349,102,PalmOne Treo 600 CDMA,37926,Palm,0.015594958,0.000130058,0.071576639,0.064748201,0.024390244,0.063492063,0.001548587,0.145975443,0.258196721,0.037690381,0.101988454,0.022204141,0.023275862,0.10449268
PalmOne Treo 600 GSM,1/11/2003,2004,350,102,PalmOne Treo 600 GSM,37926,Palm,0.015594958,0.000130058,0.071576639,0.064748201,0.024390244,0.063492063,0.001548587,0.145975443,0.258196721,0.037690381,0.101988454,0.022204141,0.023275862,0.10449268
PalmOne Zire 31,1/04/2004,2004,391,102,PalmOne Zire 31,38078,Palm,0.00778222,6.45E-05,0.099589413,0.079136691,0.024390244,0.063492063,0.001548587,0.184174625,0.258196721,0.047553284,0.063502245,0.018949532,0.012068966,0.092125189
PalmOne Zire 72,1/04/2004,2004,392,102,PalmOne Zire 72,38078,Palm,0.015594958,0.000130058,0.15561496,0.09352518,0.089430894,0.142857143,0.012775842,0.186903138,0.278688525,0.05208776,0.069916613,0.022503908,0.01637931,0.26476527
PalmOne Tungsten T5,1/11/2004,2005,470,102,PalmOne Tungsten T5,38292,Palm,0.015594958,0.004193611,0.207638683,0.158273381,0.089430894,0.222222222,0.019873532,0.195088677,0.295081967,0.057567151,0.060295061,0.021882963,0.018318966,0.265270066
PalmOne Treo 650 CDMA,1/12/2004,2005,495,102,PalmOne Treo 650 CDMA,38322,Palm,0.015594958,0.000523305,0.15561496,0.057553957,0.091056911,0.14484127,0.013188799,0.14324693,0.258196721,0.036985888,0.108402822,0.023103441,0.025862069,0.354114084
PalmOne Treo 650 GSM,1/03/2005,2005,536,102,PalmOne Treo 650 GSM,38412,Palm,0.015594958,0.000523305,0.15561496,0.057553957,0.091056911,0.14484127,0.013188799,0.14324693,0.258196721,0.036985888,0.108402822,0.023103441,0.025862069,0.354114084
PalmOne Tungsten E2,1/04/2005,2005,542,102,PalmOne Tungsten E2,38443,Palm,0.015594958,0.000523305,0.099589413,0.100719424,0.089430894,0.142857143,0.012775842,0.195088677,0.266393443,0.051970344,0.057087877,0.019120827,0.015732759,0.250630994
PalmOne LifeDrive,1/05/2005,2005,548,102,PalmOne LifeDrive,38473,Palm,0.015594958,0.000261141,0.207638683,0.151079137,0.089430894,0.222222222,0.019873532,0.181446112,0.295081967,0.053541476,0.08274535,0.026486521,0.028663793,0.273094397
Palm Z22,1/10/2005,2006,618,102,Palm Z22,38626,Palm,0.00778222,0.000523305,0.099589413,0.050359712,0.024390244,0.063492063,0.001548587,0.17053206,0.221311475,0.037740702,0.057087877,0.018949532,0.007758621,0.092125189
Palm Treo 700wx,1/08/2006,2007,811,102,Palm Treo 700wx,38930,Palm,0.031220435,0.002096294,0.15561496,0.057553957,0.056910569,0.103174603,0.005871725,0.141609823,0.257377049,0.036447118,0.107761386,0.022568143,0.025431034,0.227915194
Palm Treo 750v (HTC Cheetah),1/09/2006,2007,833,102,Palm Treo 750v (HTC Cheetah),38961,Palm,0.031220435,0.002096294,0.149612223,0.064748201,0.056910569,0.103174603,0.005871725,0.141609823,0.262295082,0.03714356,0.095574086,0.020234246,0.020258621,0.212771328
Palm Treo 680 (Palm Lowrider),1/11/2006,2007,884,102,Palm Treo 680 (Palm Lowrider),39022,Palm,0.031220435,0.002096294,0.15561496,0.057553957,0.091056911,0.14484127,0.013188799,0.14324693,0.258196721,0.036985888,0.095574086,0.022568143,0.020689655,0.227915194
Palm Treo 750 (HTC Cheetah),1/02/2007,2007,947,102,Palm Treo 750 (HTC Cheetah),39114,Palm,0.031220435,0.002096294,0.149612223,0.064748201,0.056910569,0.103174603,0.005871725,0.141609823,0.262295082,0.03714356,0.095574086,0.020234246,0.020258621,0.212771328
Palm Treo 755p,1/05/2007,2007,1010,102,Palm Treo 755p,39203,Palm,0.031220435,0.002096294,0.15561496,0.057553957,0.089430894,0.142857143,0.012775842,0.14324693,0.262295082,0.037572965,0.095574086,0.016294456,0.021551724,0.367491166
Palm Centro 690p CDMA,1/10/2007,2008,1133,102,Palm Centro 690p CDMA,39356,Palm,0.031220435,0.002096294,0.15561496,0.043165468,0.089430894,0.142857143,0.012775842,0.128240109,0.23852459,0.030588419,0.080179602,0.01340385,0.012715517,0.395254922
Palm Treo 500v (Palm Otto),1/10/2007,2008,1134,102,Palm Treo 500v (Palm Otto),39356,Palm,0.031220435,0.004193611,0.15561496,0.064748201,0.089430894,0.103174603,0.009226997,0.150068213,0.25,0.037517053,0.066709429,0.014453033,0.012931034,0.270570419
Palm Centro 685 GSM,1/02/2008,2008,1248,102,Palm Centro 685 GSM,39479,Palm,0.031220435,0.002096294,0.15561496,0.043165468,0.089430894,0.142857143,0.012775842,0.128240109,0.23852459,0.030588419,0.080179602,0.01340385,0.013793103,0.395254922
Palm Treo 500 (Palm Otto),1/02/2008,2008,1249,102,Palm Treo 500 (Palm Otto),39479,Palm,0.031220435,0.004193611,0.15561496,0.064748201,0.089430894,0.103174603,0.009226997,0.150068213,0.25,0.037517053,0.066709429,0.014453033,0.012931034,0.270570419
Palm Treo 800w,1/07/2008,2009,1377,102,Palm Treo 800w,39630,Palm,0.062471389,0.004193611,0.166119751,0.050359712,0.089430894,0.142857143,0.012775842,0.140518417,0.258196721,0.036281395,0.079538165,0.016294456,0.017241379,0.367491166
Palm Treo Pro,1/09/2008,2009,1419,102,Palm Treo Pro,39692,Palm,0.062471389,0.004193611,0.199635034,0.057553957,0.089430894,0.142857143,0.012775842,0.145975443,0.262295082,0.038288641,0.050673509,0.010877246,0.015732759,0.341241797
Palm Treo Pro ,1/09/2008,2009,1420,102,Palm Treo Pro ,39692,Palm,0.062471389,0.004193611,0.199635034,0.057553957,0.089430894,0.142857143,0.012775842,0.145975443,0.262295082,0.038288641,0.050673509,0.010877246,0.015732759,0.341241797
Palm Centro 690 CDMA,1/10/2008,2009,1447,102,Palm Centro 690 CDMA,39722,Palm,0.031220435,0.003144952,0.15561496,0.043165468,0.089430894,0.142857143,0.012775842,0.128240109,0.23852459,0.030588419,0.080179602,0.01340385,0.012715517,0.395254922
Palm Treo Pro CDMA (Palm Monk),1/02/2009,2009,1551,102,Palm Treo Pro CDMA (Palm Monk),39845,Palm,0.062471389,0.008388246,0.263664231,0.057553957,0.089430894,0.142857143,0.012775842,0.145975443,0.262295082,0.038288641,0.047466325,0.010149241,0.015732759,0.341241797
Palm Pre (Palm Castle C),1/06/2009,2009,1624,102,Palm Pre (Palm Castle C),39965,Palm,0.124973296,0.000121866,0.299680654,0.100719424,0.089430894,0.222222222,0.019873532,0.144802183,0.211188525,0.030580559,0.069595895,0.012290431,0.016163793,0.356133266
Palm Pixi GSM EU,1/12/2009,2010,1788,102,Palm Pixi GSM EU,40148,Palm,0.124973296,0.062079576,0.263664231,0.064748201,0.089430894,0.182539683,0.016324687,0.132332879,0.254098361,0.033625568,0.030468249,0.00473203,0.008512931,0.379606259
Palm Pixi Plus,1/01/2010,2010,1807,102,Palm Pixi Plus,40179,Palm,0.124973296,0.125018766,0.299680654,0.064748201,0.089430894,0.182539683,0.016324687,0.132332879,0.254098361,0.033625568,0.030468249,0.00473203,0.00862069,0.379606259
Palm Pre Plus (Palm Castle C),1/01/2010,2010,1808,102,Palm Pre Plus (Palm Castle C),40179,Palm,0.249977111,0.249999232,0.299680654,0.100719424,0.089430894,0.222222222,0.019873532,0.144802183,0.211188525,0.030580559,0.069595895,0.012290431,0.015732759,0.356133266
Palm Pixi GSM NA,1/03/2010,2010,1849,102,Palm Pixi GSM NA,40238,Palm,0.124973296,0.062079576,0.263664231,0.064748201,0.089430894,0.182539683,0.016324687,0.132332879,0.254098361,0.033625568,0.030468249,0.00473203,0.008512931,0.379606259
Palm Pixi Plus GSM EU,1/04/2010,2010,1882,102,Palm Pixi Plus GSM EU,40269,Palm,0.124973296,0.125838031,0.299680654,0.064748201,0.089430894,0.182539683,0.016324687,0.132332879,0.254098361,0.033625568,0.030468249,0.00473203,0.00862069,0.379606259
Palm Pre Plus GSM EU (Palm Castle G),1/04/2010,2010,1883,102,Palm Pre Plus GSM EU (Palm Castle G),40269,Palm,0.249977111,0.249999232,0.299680654,0.100719424,0.089430894,0.222222222,0.019873532,0.144802183,0.211188525,0.030580559,0.069595895,0.012290431,0.016163793,0.356133266
Palm Pixi Plus GSM NA,1/05/2010,2010,1907,102,Palm Pixi Plus GSM NA,40299,Palm,0.124973296,0.125838031,0.299680654,0.064748201,0.089430894,0.182539683,0.016324687,0.132332879,0.254098361,0.033625568,0.030468249,0.00473203,0.00862069,0.379606259
Palm Pre Plus GSM NA (Palm Castle G),1/05/2010,2010,1908,102,Palm Pre Plus GSM NA (Palm Castle G),40299,Palm,0.249977111,0.249999232,0.299680654,0.100719424,0.089430894,0.222222222,0.019873532,0.144802183,0.211188525,0.030580559,0.069595895,0.012290431,0.016163793,0.356133266
Palm Pre 2 GSM EU,1/10/2010,2011,2064,102,Palm Pre 2 GSM EU,40452,Palm,0.249977111,0.000248032,0.499771896,0.100719424,0.089430894,0.222222222,0.019873532,0.144884038,0.211885246,0.03069879,0.069275176,0.012269019,0.018318966,0.356133266
Palm Pre 2 GSM NA,1/11/2010,2011,2104,102,Palm Pre 2 GSM NA,40483,Palm,0.249977111,0.255609556,0.499771896,0.100719424,0.089430894,0.222222222,0.019873532,0.144884038,0.211885246,0.03069879,0.069275176,0.012269019,0.018318966,0.356133266
Palm Pre 2,1/02/2011,2011,2172,102,Palm Pre 2,40575,Palm,0.249977111,0.255609556,0.499771896,0.100719424,0.089430894,0.222222222,0.019873532,0.144884038,0.211885246,0.03069879,0.069275176,0.012269019,0.018318966,0.356133266
Palm IIIc,1/02/2000,2000,136,NA,NA,NA,Palm ,0.003875851,3.17E-05,0.009548354,0.115107914,0.024390244,0.063492063,0.001548587,0.19781719,0.319672131,0.063236643,0.069916613,0.027086054,0.028017241,0.060575467
Palm IIIxe,1/02/2000,2000,137,NA,NA,NA,Palm ,0.003875851,3.17E-05,0.007547442,0.115107914,0.024390244,0.063492063,0.001548587,0.203274216,0.286885246,0.058316373,0.076330981,0.027707,0.023706897,0.058556285
